Population,pop_label,Individual,indv_label,sample,order,Color,pch,cex
Mandenka,NA,HGDP00910,HGDP00910,0,6780,#666aff,J,0.8
Mandenka,NA,HGDP00911,HGDP00911,0,6790,#6669ff,s,0.8
Mandenka,NA,HGDP00912,HGDP00912,0,6800,#6668ff,2,0.8
Mandenka,NA,HGDP00913,HGDP00913,0,6810,#6667ff,q,0.8
Mandenka,NA,HGDP00914,HGDP00914,0,6820,#6666ff,l,0.8
Mandenka,NA,HGDP00915,HGDP00915,0,6830,#6666ff,o,0.8
Mandenka,NA,HGDP00917,HGDP00917,0,6840,#6766ff,A,0.8
Mandenka,NA,HGDP00918,HGDP00918,0,6850,#6866ff,h,0.8
Mandenka,NA,HGDP01199,HGDP01199,0,6860,#6966ff,p,0.8
Mandenka,NA,HGDP01200,HGDP01200,0,6870,#6a66ff,0,0.8
Mandenka,NA,HGDP01201,HGDP01201,0,6880,#6b66ff,G,0.8
Mandenka,NA,HGDP01202,HGDP01202,0,6890,#6c66ff,s,0.8
Mandenka,NA,HGDP01283,HGDP01283,0,6900,#6d66ff,i,0.8
Mandenka,NA,HGDP01284,HGDP01284,0,6910,#6e66ff,t,0.8
Mandenka,NA,HGDP01285,HGDP01285,0,6920,#6f66ff,2,0.8
Mandenka,NA,HGDP01286,HGDP01286,0,6930,#7066ff,A,0.8
Yoruba,NA,HGDP00920,HGDP00920,0,6940,#7166ff,y,0.8
Yoruba,NA,HGDP00924,HGDP00924,0,6950,#7266ff,s,0.8
Yoruba,NA,HGDP00925,HGDP00925,0,6960,#7366ff,4,0.8
Yoruba,NA,HGDP00926,HGDP00926,0,6970,#7366ff,w,0.8
Yoruba,NA,HGDP00927,HGDP00927,0,6980,#7466ff,5,0.8
Yoruba,NA,HGDP00928,HGDP00928,0,6990,#7566ff,G,0.8
Yoruba,NA,HGDP00929,HGDP00929,0,7000,#7666ff,j,0.8
Yoruba,NA,HGDP00930,HGDP00930,0,7010,#7766ff,Z,0.8
Yoruba,NA,HGDP00931,HGDP00931,0,7020,#7866ff,R,0.8
Yoruba,NA,HGDP00932,HGDP00932,0,7030,#7966ff,p,0.8
Yoruba,NA,HGDP00933,HGDP00933,0,7040,#7a66ff,o,0.8
Yoruba,NA,HGDP00934,HGDP00934,0,7050,#7b66ff,n,0.8
Yoruba,NA,HGDP00935,HGDP00935,0,7060,#7c66ff,g,0.8
Yoruba,NA,HGDP00936,HGDP00936,0,7070,#7d66ff,Z,0.8
Yoruba,NA,HGDP00937,HGDP00937,0,7080,#7e66ff,r,0.8
Yoruba,NA,HGDP00938,HGDP00938,0,7090,#7f66ff,v,0.8
Yoruba,NA,HGDP00939,HGDP00939,0,7100,#8066ff,X,0.8
Yoruba,NA,HGDP00940,HGDP00940,0,7110,#8166ff,Z,0.8
Yoruba,NA,HGDP00941,HGDP00941,0,7120,#8266ff,2,0.8
Yoruba,NA,HGDP00942,HGDP00942,0,7130,#8366ff,O,0.8
Yoruba,NA,HGDP00943,HGDP00943,0,7140,#8466ff,6,0.8
BiakaPygmy,NA,HGDP00454,HGDP00454,0,7150,#8566ff,M,0.8
BiakaPygmy,NA,HGDP00455,HGDP00455,0,7160,#8666ff,b,0.8
BiakaPygmy,NA,HGDP00457,HGDP00457,0,7170,#8766ff,A,0.8
BiakaPygmy,NA,HGDP00458,HGDP00458,0,7180,#8866ff,G,0.8
BiakaPygmy,NA,HGDP00459,HGDP00459,0,7190,#8966ff,P,0.8
BiakaPygmy,NA,HGDP00460,HGDP00460,0,7200,#8a66ff,e,0.8
BiakaPygmy,NA,HGDP00461,HGDP00461,0,7210,#8b66ff,0,0.8
BiakaPygmy,NA,HGDP00464,HGDP00464,0,7220,#8c66ff,q,0.8
BiakaPygmy,NA,HGDP00465,HGDP00465,0,7230,#8d66ff,C,0.8
BiakaPygmy,NA,HGDP00466,HGDP00466,0,7240,#8e66ff,p,0.8
BiakaPygmy,NA,HGDP00469,HGDP00469,0,7250,#8f66ff,F,0.8
BiakaPygmy,NA,HGDP00470,HGDP00470,0,7260,#9066ff,e,0.8
BiakaPygmy,NA,HGDP00472,HGDP00472,0,7270,#9166ff,J,0.8
BiakaPygmy,NA,HGDP00473,HGDP00473,0,7280,#9266ff,G,0.8
BiakaPygmy,NA,HGDP00475,HGDP00475,0,7290,#9366ff,B,0.8
BiakaPygmy,NA,HGDP00479,HGDP00479,0,7300,#9466ff,9,0.8
BiakaPygmy,NA,HGDP00985,HGDP00985,0,7310,#9566ff,Z,0.8
BiakaPygmy,NA,HGDP00986,HGDP00986,0,7320,#9666ff,j,0.8
BiakaPygmy,NA,HGDP01086,HGDP01086,0,7330,#9766ff,N,0.8
BiakaPygmy,NA,HGDP01087,HGDP01087,0,7340,#9866ff,m,0.8
BiakaPygmy,NA,HGDP01090,HGDP01090,0,7350,#9966ff,t,0.8
BiakaPygmy,NA,HGDP01094,HGDP01094,0,7360,#9a66ff,a,0.8
MbutiPygmy,NA,HGDP00449,HGDP00449,0,7370,#9b66ff,o,0.8
MbutiPygmy,NA,HGDP00450,HGDP00450,0,7380,#9c66ff,x,0.8
MbutiPygmy,NA,HGDP00456,HGDP00456,0,7390,#9d66ff,Z,0.8
MbutiPygmy,NA,HGDP00462,HGDP00462,0,7400,#9d66ff,9,0.8
MbutiPygmy,NA,HGDP00463,HGDP00463,0,7410,#9e66ff,5,0.8
MbutiPygmy,NA,HGDP00467,HGDP00467,0,7420,#9f66ff,M,0.8
MbutiPygmy,NA,HGDP00471,HGDP00471,0,7430,#a066ff,j,0.8
MbutiPygmy,NA,HGDP00474,HGDP00474,0,7440,#a166ff,Q,0.8
MbutiPygmy,NA,HGDP00476,HGDP00476,0,7450,#a266ff,n,0.8
MbutiPygmy,NA,HGDP00478,HGDP00478,0,7460,#a366ff,L,0.8
MbutiPygmy,NA,HGDP00982,HGDP00982,0,7470,#a466ff,r,0.8
MbutiPygmy,NA,HGDP00984,HGDP00984,0,7480,#a566ff,5,0.8
MbutiPygmy,NA,HGDP01081,HGDP01081,0,7490,#a666ff,x,0.8
San,NA,HGDP00991,HGDP00991,0,7500,#a766ff,v,0.8
San,NA,HGDP00992,HGDP00992,0,7510,#a866ff,Q,0.8
San,NA,HGDP01029,HGDP01029,0,7520,#a966ff,V,0.8
San,NA,HGDP01032,HGDP01032,0,7530,#aa66ff,m,0.8
San,NA,HGDP01036,HGDP01036,0,7540,#ab66ff,e,0.8
Han,NA,HGDP00774,HGDP00774,0,7550,#ac66ff,h,0.8
Han,NA,HGDP00775,HGDP00775,0,7560,#ad66ff,h,0.8
Han,NA,HGDP00776,HGDP00776,0,7570,#ae66ff,2,0.8
Han,NA,HGDP00777,HGDP00777,0,7580,#af66ff,J,0.8
Han,NA,HGDP00778,HGDP00778,0,7590,#b066ff,I,0.8
Han,NA,HGDP00779,HGDP00779,0,7600,#b166ff,e,0.8
Han,NA,HGDP00780,HGDP00780,0,7610,#b266ff,B,0.8
Han,NA,HGDP00781,HGDP00781,0,7620,#b366ff,n,0.8
Han,NA,HGDP00782,HGDP00782,0,7630,#b466ff,k,0.8
Han,NA,HGDP00783,HGDP00783,0,7640,#b566ff,n,0.8
Han,NA,HGDP00784,HGDP00784,0,7650,#b666ff,Z,0.8
Han,NA,HGDP00785,HGDP00785,0,7660,#b766ff,U,0.8
Han,NA,HGDP00786,HGDP00786,0,7670,#b866ff,b,0.8
Han,NA,HGDP00811,HGDP00811,0,7680,#b966ff,J,0.8
Han,NA,HGDP00812,HGDP00812,0,7690,#ba66ff,5,0.8
Han,NA,HGDP00813,HGDP00813,0,7700,#bb66ff,X,0.8
Han,NA,HGDP00814,HGDP00814,0,7710,#bc66ff,3,0.8
Han,NA,HGDP00815,HGDP00815,0,7720,#bd66ff,0,0.8
Han,NA,HGDP00817,HGDP00817,0,7730,#be66ff,h,0.8
Han,NA,HGDP00818,HGDP00818,0,7740,#bf66ff,E,0.8
Han,NA,HGDP00819,HGDP00819,0,7750,#c066ff,2,0.8
Han,NA,HGDP00820,HGDP00820,0,7760,#c166ff,O,0.8
Han,NA,HGDP00821,HGDP00821,0,7770,#c266ff,n,0.8
Han,NA,HGDP00822,HGDP00822,0,7780,#c366ff,3,0.8
Han,NA,HGDP00971,HGDP00971,0,7790,#c466ff,c,0.8
Han,NA,HGDP00972,HGDP00972,0,7800,#c566ff,4,0.8
Han,NA,HGDP00973,HGDP00973,0,7810,#c666ff,v,0.8
Han,NA,HGDP00974,HGDP00974,0,7820,#c766ff,C,0.8
Han,NA,HGDP00975,HGDP00975,0,7830,#c766ff,Z,0.8
Han,NA,HGDP00976,HGDP00976,0,7840,#c866ff,o,0.8
Han,NA,HGDP00977,HGDP00977,0,7850,#c966ff,J,0.8
Han,NA,HGDP01021,HGDP01021,0,7860,#ca66ff,S,0.8
Han,NA,HGDP01023,HGDP01023,0,7870,#cb66ff,A,0.8
Han,NA,HGDP01024,HGDP01024,0,7880,#cc66ff,i,0.8
Han-NChina,NA,HGDP01287,HGDP01287,0,7890,#cd66ff,0,0.8
Han-NChina,NA,HGDP01288,HGDP01288,0,7900,#ce66ff,0,0.8
Han-NChina,NA,HGDP01289,HGDP01289,0,7910,#cf66ff,G,0.8
Han-NChina,NA,HGDP01290,HGDP01290,0,7920,#d066ff,l,0.8
Han-NChina,NA,HGDP01291,HGDP01291,0,7930,#d166ff,o,0.8
Han-NChina,NA,HGDP01292,HGDP01292,0,7940,#d266ff,W,0.8
Han-NChina,NA,HGDP01293,HGDP01293,0,7950,#d366ff,2,0.8
Han-NChina,NA,HGDP01294,HGDP01294,0,7960,#d466ff,a,0.8
Han-NChina,NA,HGDP01295,HGDP01295,0,7970,#d566ff,A,0.8
Han-NChina,NA,HGDP01296,HGDP01296,0,7980,#d666ff,b,0.8
Dai,NA,HGDP01307,HGDP01307,0,7990,#d766ff,C,0.8
Dai,NA,HGDP01308,HGDP01308,0,8000,#d866ff,g,0.8
Dai,NA,HGDP01309,HGDP01309,0,8010,#d966ff,L,0.8
Dai,NA,HGDP01310,HGDP01310,0,8020,#da66ff,y,0.8
Dai,NA,HGDP01311,HGDP01311,0,8030,#db66ff,T,0.8
Dai,NA,HGDP01312,HGDP01312,0,8040,#dc66ff,7,0.8
Dai,NA,HGDP01313,HGDP01313,0,8050,#dd66ff,L,0.8
Dai,NA,HGDP01314,HGDP01314,0,8060,#de66ff,l,0.8
Dai,NA,HGDP01315,HGDP01315,0,8070,#df66ff,O,0.8
Dai,NA,HGDP01316,HGDP01316,0,8080,#e066ff,C,0.8
Daur,NA,HGDP01213,HGDP01213,0,8090,#e166ff,h,0.8
Daur,NA,HGDP01214,HGDP01214,0,8100,#e266ff,E,0.8
Daur,NA,HGDP01215,HGDP01215,0,8110,#e366ff,I,0.8
Daur,NA,HGDP01216,HGDP01216,0,8120,#e466ff,k,0.8
Daur,NA,HGDP01217,HGDP01217,0,8130,#e566ff,N,0.8
Daur,NA,HGDP01218,HGDP01218,0,8140,#e666ff,E,0.8
Daur,NA,HGDP01220,HGDP01220,0,8150,#e766ff,s,0.8
Daur,NA,HGDP01221,HGDP01221,0,8160,#e866ff,j,0.8
Daur,NA,HGDP01222,HGDP01222,0,8170,#e966ff,T,0.8
Hezhen,NA,HGDP01234,HGDP01234,0,8180,#ea66ff,J,0.8
Hezhen,NA,HGDP01235,HGDP01235,0,8190,#eb66ff,x,0.8
Hezhen,NA,HGDP01236,HGDP01236,0,8200,#ec66ff,n,0.8
Hezhen,NA,HGDP01237,HGDP01237,0,8210,#ed66ff,p,0.8
Hezhen,NA,HGDP01238,HGDP01238,0,8220,#ee66ff,R,0.8
Hezhen,NA,HGDP01239,HGDP01239,0,8230,#ef66ff,q,0.8
Hezhen,NA,HGDP01240,HGDP01240,0,8240,#f066ff,s,0.8
Hezhen,NA,HGDP01241,HGDP01241,0,8250,#f166ff,d,0.8
Hezhen,NA,HGDP01242,HGDP01242,0,8260,#f166ff,m,0.8
Lahu,NA,HGDP01317,HGDP01317,0,8270,#f266ff,1,0.8
Lahu,NA,HGDP01318,HGDP01318,0,8280,#f366ff,F,0.8
Lahu,NA,HGDP01319,HGDP01319,0,8290,#f466ff,8,0.8
Lahu,NA,HGDP01320,HGDP01320,0,8300,#f566ff,l,0.8
Lahu,NA,HGDP01321,HGDP01321,0,8310,#f666ff,3,0.8
Lahu,NA,HGDP01322,HGDP01322,0,8320,#f766ff,B,0.8
Lahu,NA,HGDP01323,HGDP01323,0,8330,#f866ff,S,0.8
Lahu,NA,HGDP01326,HGDP01326,0,8340,#f966ff,6,0.8
Miao,NA,HGDP01189,HGDP01189,0,8350,#fa66ff,y,0.8
Miao,NA,HGDP01190,HGDP01190,0,8360,#fb66ff,m,0.8
Miao,NA,HGDP01191,HGDP01191,0,8370,#fc66ff,N,0.8
Miao,NA,HGDP01192,HGDP01192,0,8380,#fd66ff,T,0.8
Miao,NA,HGDP01193,HGDP01193,0,8390,#fe66ff,Q,0.8
Miao,NA,HGDP01194,HGDP01194,0,8400,#ff66fe,0,0.8
Miao,NA,HGDP01195,HGDP01195,0,8410,#ff66fd,A,0.8
Miao,NA,HGDP01196,HGDP01196,0,8420,#ff66fc,f,0.8
Miao,NA,HGDP01197,HGDP01197,0,8430,#ff66fb,H,0.8
Miao,NA,HGDP01198,HGDP01198,0,8440,#ff66fa,W,0.8
Oroqen,NA,HGDP01203,HGDP01203,0,8450,#ff66f9,g,0.8
Oroqen,NA,HGDP01204,HGDP01204,0,8460,#ff66f8,L,0.8
Oroqen,NA,HGDP01205,HGDP01205,0,8470,#ff66f7,S,0.8
Oroqen,NA,HGDP01206,HGDP01206,0,8480,#ff66f6,k,0.8
Oroqen,NA,HGDP01207,HGDP01207,0,8490,#ff66f5,P,0.8
Oroqen,NA,HGDP01208,HGDP01208,0,8500,#ff66f4,i,0.8
Oroqen,NA,HGDP01209,HGDP01209,0,8510,#ff66f3,U,0.8
Oroqen,NA,HGDP01211,HGDP01211,0,8520,#ff66f2,G,0.8
Oroqen,NA,HGDP01212,HGDP01212,0,8530,#ff66f1,z,0.8
She,NA,HGDP01327,HGDP01327,0,8540,#ff66f0,r,0.8
She,NA,HGDP01328,HGDP01328,0,8550,#ff66ef,P,0.8
She,NA,HGDP01329,HGDP01329,0,8560,#ff66ee,B,0.8
She,NA,HGDP01330,HGDP01330,0,8570,#ff66ed,O,0.8
She,NA,HGDP01331,HGDP01331,0,8580,#ff66ec,X,0.8
She,NA,HGDP01332,HGDP01332,0,8590,#ff66eb,o,0.8
She,NA,HGDP01333,HGDP01333,0,8600,#ff66ea,Z,0.8
She,NA,HGDP01334,HGDP01334,0,8610,#ff66e9,I,0.8
She,NA,HGDP01335,HGDP01335,0,8620,#ff66e8,V,0.8
She,NA,HGDP01336,HGDP01336,0,8630,#ff66e7,1,0.8
Tujia,NA,HGDP01095,HGDP01095,0,8640,#ff66e6,T,0.8
Tujia,NA,HGDP01096,HGDP01096,0,8650,#ff66e5,o,0.8
Tujia,NA,HGDP01097,HGDP01097,0,8660,#ff66e4,C,0.8
Tujia,NA,HGDP01098,HGDP01098,0,8670,#ff66e3,H,0.8
Tujia,NA,HGDP01099,HGDP01099,0,8680,#ff66e3,t,0.8
Tujia,NA,HGDP01100,HGDP01100,0,8690,#ff66e2,9,0.8
Tujia,NA,HGDP01101,HGDP01101,0,8700,#ff66e1,O,0.8
Tujia,NA,HGDP01102,HGDP01102,0,8710,#ff66e0,x,0.8
Tujia,NA,HGDP01103,HGDP01103,0,8720,#ff66df,p,0.8
Tujia,NA,HGDP01104,HGDP01104,0,8730,#ff66de,i,0.8
Tu,NA,HGDP01347,HGDP01347,0,8740,#ff66dd,b,0.8
Tu,NA,HGDP01348,HGDP01348,0,8750,#ff66dc,5,0.8
Tu,NA,HGDP01349,HGDP01349,0,8760,#ff66db,t,0.8
Tu,NA,HGDP01350,HGDP01350,0,8770,#ff66da,P,0.8
Tu,NA,HGDP01351,HGDP01351,0,8780,#ff66d9,s,0.8
Tu,NA,HGDP01352,HGDP01352,0,8790,#ff66d8,H,0.8
Tu,NA,HGDP01353,HGDP01353,0,8800,#ff66d7,U,0.8
Tu,NA,HGDP01354,HGDP01354,0,8810,#ff66d6,k,0.8
Tu,NA,HGDP01355,HGDP01355,0,8820,#ff66d5,N,0.8
Tu,NA,HGDP01356,HGDP01356,0,8830,#ff66d4,C,0.8
Xibo,NA,HGDP01243,HGDP01243,0,8840,#ff66d3,k,0.8
Xibo,NA,HGDP01244,HGDP01244,0,8850,#ff66d2,h,0.8
Xibo,NA,HGDP01245,HGDP01245,0,8860,#ff66d1,1,0.8
Xibo,NA,HGDP01246,HGDP01246,0,8870,#ff66d0,v,0.8
Xibo,NA,HGDP01247,HGDP01247,0,8880,#ff66cf,6,0.8
Xibo,NA,HGDP01248,HGDP01248,0,8890,#ff66ce,k,0.8
Xibo,NA,HGDP01249,HGDP01249,0,8900,#ff66cd,t,0.8
Xibo,NA,HGDP01250,HGDP01250,0,8910,#ff66cc,l,0.8
Xibo,NA,HGDP01251,HGDP01251,0,8920,#ff66cb,0,0.8
Yi,NA,HGDP01179,HGDP01179,0,8930,#ff66ca,c,0.8
Yi,NA,HGDP01180,HGDP01180,0,8940,#ff66c9,V,0.8
Yi,NA,HGDP01181,HGDP01181,0,8950,#ff66c8,n,0.8
Yi,NA,HGDP01182,HGDP01182,0,8960,#ff66c7,4,0.8
Yi,NA,HGDP01183,HGDP01183,0,8970,#ff66c6,5,0.8
Yi,NA,HGDP01184,HGDP01184,0,8980,#ff66c5,3,0.8
Yi,NA,HGDP01185,HGDP01185,0,8990,#ff66c4,I,0.8
Yi,NA,HGDP01186,HGDP01186,0,9000,#ff66c3,i,0.8
Yi,NA,HGDP01187,HGDP01187,0,9010,#ff66c2,J,0.8
Yi,NA,HGDP01188,HGDP01188,0,9020,#ff66c1,v,0.8
Mongola,NA,HGDP01223,HGDP01223,0,9030,#ff66c0,U,0.8
Mongola,NA,HGDP01224,HGDP01224,0,9040,#ff66bf,V,0.8
Mongola,NA,HGDP01225,HGDP01225,0,9050,#ff66be,P,0.8
Mongola,NA,HGDP01226,HGDP01226,0,9060,#ff66bd,H,0.8
Mongola,NA,HGDP01227,HGDP01227,0,9070,#ff66bc,e,0.8
Mongola,NA,HGDP01228,HGDP01228,0,9080,#ff66bb,p,0.8
Mongola,NA,HGDP01229,HGDP01229,0,9090,#ff66ba,G,0.8
Mongola,NA,HGDP01230,HGDP01230,0,9100,#ff66b9,0,0.8
Mongola,NA,HGDP01231,HGDP01231,0,9110,#ff66b9,4,0.8
Mongola,NA,HGDP01232,HGDP01232,0,9120,#ff66b8,1,0.8
Naxi,NA,HGDP01337,HGDP01337,0,9130,#ff66b7,t,0.8
Naxi,NA,HGDP01338,HGDP01338,0,9140,#ff66b6,x,0.8
Naxi,NA,HGDP01339,HGDP01339,0,9150,#ff66b5,g,0.8
Naxi,NA,HGDP01340,HGDP01340,0,9160,#ff66b4,H,0.8
Naxi,NA,HGDP01341,HGDP01341,0,9170,#ff66b3,G,0.8
Naxi,NA,HGDP01342,HGDP01342,0,9180,#ff66b2,O,0.8
Naxi,NA,HGDP01345,HGDP01345,0,9190,#ff66b1,C,0.8
Naxi,NA,HGDP01346,HGDP01346,0,9200,#ff66b0,8,0.8
Uygur,NA,HGDP01297,HGDP01297,0,9210,#ff66af,o,0.8
Uygur,NA,HGDP01298,HGDP01298,0,9220,#ff66ae,h,0.8
Uygur,NA,HGDP01299,HGDP01299,0,9230,#ff66ad,h,0.8
Uygur,NA,HGDP01300,HGDP01300,0,9240,#ff66ac,X,0.8
Uygur,NA,HGDP01301,HGDP01301,0,9250,#ff66ab,t,0.8
Uygur,NA,HGDP01302,HGDP01302,0,9260,#ff66aa,P,0.8
Uygur,NA,HGDP01303,HGDP01303,0,9270,#ff66a9,n,0.8
Uygur,NA,HGDP01304,HGDP01304,0,9280,#ff66a8,o,0.8
Uygur,NA,HGDP01305,HGDP01305,0,9290,#ff66a7,a,0.8
Uygur,NA,HGDP01306,HGDP01306,0,9300,#ff66a6,l,0.8
Cambodian,NA,HGDP00711,HGDP00711,0,9310,#ff66a5,F,0.8
Cambodian,NA,HGDP00712,HGDP00712,0,9320,#ff66a4,1,0.8
Cambodian,NA,HGDP00713,HGDP00713,0,9330,#ff66a3,4,0.8
Cambodian,NA,HGDP00714,HGDP00714,0,9340,#ff66a2,N,0.8
Cambodian,NA,HGDP00715,HGDP00715,0,9350,#ff66a1,2,0.8
Cambodian,NA,HGDP00716,HGDP00716,0,9360,#ff66a0,7,0.8
Cambodian,NA,HGDP00717,HGDP00717,0,9370,#ff669f,N,0.8
Cambodian,NA,HGDP00719,HGDP00719,0,9380,#ff669e,B,0.8
Cambodian,NA,HGDP00720,HGDP00720,0,9390,#ff669d,F,0.8
Cambodian,NA,HGDP00721,HGDP00721,0,9400,#ff669c,t,0.8
Japanese,NA,HGDP00747,HGDP00747,0,9410,#ff669b,c,0.8
Japanese,NA,HGDP00748,HGDP00748,0,9420,#ff669a,A,0.8
Japanese,NA,HGDP00749,HGDP00749,0,9430,#ff6699,D,0.8
Japanese,NA,HGDP00750,HGDP00750,0,9440,#ff6698,I,0.8
Japanese,NA,HGDP00751,HGDP00751,0,9450,#ff6697,R,0.8
Japanese,NA,HGDP00752,HGDP00752,0,9460,#ff6696,c,0.8
Japanese,NA,HGDP00753,HGDP00753,0,9470,#ff6695,R,0.8
Japanese,NA,HGDP00755,HGDP00755,0,9480,#ff6694,p,0.8
Japanese,NA,HGDP00756,HGDP00756,0,9490,#ff6693,W,0.8
Japanese,NA,HGDP00757,HGDP00757,0,9500,#ff6692,f,0.8
Japanese,NA,HGDP00758,HGDP00758,0,9510,#ff6691,H,0.8
Japanese,NA,HGDP00759,HGDP00759,0,9520,#ff6690,Y,0.8
Japanese,NA,HGDP00760,HGDP00760,0,9530,#ff668f,5,0.8
Japanese,NA,HGDP00761,HGDP00761,0,9540,#ff668f,x,0.8
Japanese,NA,HGDP00762,HGDP00762,0,9550,#ff668e,W,0.8
Japanese,NA,HGDP00763,HGDP00763,0,9560,#ff668d,8,0.8
Japanese,NA,HGDP00764,HGDP00764,0,9570,#ff668c,g,0.8
Japanese,NA,HGDP00765,HGDP00765,0,9580,#ff668b,a,0.8
Japanese,NA,HGDP00766,HGDP00766,0,9590,#ff668a,0,0.8
Japanese,NA,HGDP00767,HGDP00767,0,9600,#ff6689,E,0.8
Japanese,NA,HGDP00768,HGDP00768,0,9610,#ff6688,e,0.8
Japanese,NA,HGDP00769,HGDP00769,0,9620,#ff6687,D,0.8
Japanese,NA,HGDP00771,HGDP00771,0,9630,#ff6686,P,0.8
Japanese,NA,HGDP00772,HGDP00772,0,9640,#ff6685,c,0.8
Japanese,NA,HGDP00773,HGDP00773,0,9650,#ff6684,P,0.8
Japanese,NA,HGDP00790,HGDP00790,0,9660,#ff6683,S,0.8
Japanese,NA,HGDP00791,HGDP00791,0,9670,#ff6682,d,0.8
Japanese,NA,HGDP00828,HGDP00828,0,9680,#ff6681,j,0.8
Yakut,NA,HGDP00945,HGDP00945,0,9690,#ff6680,n,0.8
Yakut,NA,HGDP00946,HGDP00946,0,9700,#ff667f,l,0.8
Yakut,NA,HGDP00947,HGDP00947,0,9710,#ff667e,G,0.8
Yakut,NA,HGDP00948,HGDP00948,0,9720,#ff667d,r,0.8
Yakut,NA,HGDP00949,HGDP00949,0,9730,#ff667c,j,0.8
Yakut,NA,HGDP00950,HGDP00950,0,9740,#ff667b,T,0.8
Yakut,NA,HGDP00951,HGDP00951,0,9750,#ff667a,v,0.8
Yakut,NA,HGDP00952,HGDP00952,0,9760,#ff6679,j,0.8
Yakut,NA,HGDP00953,HGDP00953,0,9770,#ff6678,2,0.8
Yakut,NA,HGDP00954,HGDP00954,0,9780,#ff6677,x,0.8
Yakut,NA,HGDP00955,HGDP00955,0,9790,#ff6676,w,0.8
Yakut,NA,HGDP00956,HGDP00956,0,9800,#ff6675,l,0.8
Yakut,NA,HGDP00957,HGDP00957,0,9810,#ff6674,r,0.8
Yakut,NA,HGDP00958,HGDP00958,0,9820,#ff6673,1,0.8
Yakut,NA,HGDP00959,HGDP00959,0,9830,#ff6672,V,0.8
Yakut,NA,HGDP00960,HGDP00960,0,9840,#ff6671,q,0.8
Yakut,NA,HGDP00961,HGDP00961,0,9850,#ff6670,9,0.8
Yakut,NA,HGDP00962,HGDP00962,0,9860,#ff666f,I,0.8
Yakut,NA,HGDP00963,HGDP00963,0,9870,#ff666e,4,0.8
Yakut,NA,HGDP00964,HGDP00964,0,9880,#ff666d,8,0.8
Yakut,NA,HGDP00965,HGDP00965,0,9890,#ff666c,e,0.8
Yakut,NA,HGDP00966,HGDP00966,0,9900,#ff666b,8,0.8
Yakut,NA,HGDP00967,HGDP00967,0,9910,#ff666a,4,0.8
Yakut,NA,HGDP00968,HGDP00968,0,9920,#ff6669,A,0.8
Yakut,NA,HGDP00969,HGDP00969,0,9930,#ff6668,6,0.8
